0,1,2,3,4
0,100,100,100,100
5,100,100,100,100
10,100,100,100,100
15,100,100,100,100
20,100,100,100,100
25,100,100,100,100
30,100,100,100,100
35,100,100,100,100
40,100,100,100,100
45,100,100,100,100
50,100,100,100,100
55,100,100,100,100
60,100,100,100,100
65,100,100,100,100
70,100,100,100,100
75,100,100,100,100
80,100,100,100,100
85,100,100,100,100
90,100,100,100,100
95,100,100,100,100
100,100,100,100,100
100,0,100,100,100
100,5,100,100,100
100,10,100,100,100
100,15,100,100,100
100,20,100,100,100
100,25,100,100,100
100,30,100,100,100
100,35,100,100,100
100,40,100,100,100
100,45,100,100,100
100,50,100,100,100
100,55,100,100,100
100,60,100,100,100
100,65,100,100,100
100,70,100,100,100
100,75,100,100,100
100,80,100,100,100
100,85,100,100,100
100,90,100,100,100
100,95,100,100,100
100,100,0,100,100
100,100,5,100,100
100,100,10,100,100
100,100,15,100,100
100,100,20,100,100
100,100,25,100,100
100,100,30,100,100
100,100,35,100,100
100,100,40,100,100
100,100,45,100,100
100,100,50,100,100
100,100,55,100,100
100,100,60,100,100
100,100,65,100,100
100,100,70,100,100
100,100,75,100,100
100,100,80,100,100
100,100,85,100,100
100,100,90,100,100
100,100,95,100,100
100,100,100,0,100
100,100,100,5,100
100,100,100,10,100
100,100,100,15,100
100,100,100,20,100
100,100,100,25,100
100,100,100,30,100
100,100,100,35,100
100,100,100,40,100
100,100,100,45,100
100,100,100,50,100
100,100,100,55,100
100,100,100,60,100
100,100,100,65,100
100,100,100,70,100
100,100,100,75,100
100,100,100,80,100
100,100,100,85,100
100,100,100,90,100
100,100,100,95,100
100,100,100,100,0
100,100,100,100,5
100,100,100,100,10
100,100,100,100,15
100,100,100,100,20
100,100,100,100,25
100,100,100,100,30
100,100,100,100,35
100,100,100,100,40
100,100,100,100,45
100,100,100,100,50
100,100,100,100,55
100,100,100,100,60
100,100,100,100,65
100,100,100,100,70
100,100,100,100,75
100,100,100,100,80
100,100,100,100,85
100,100,100,100,90
100,100,100,100,95
